id,question,answer
749,can you score off a kickoff in soccer,True
750,can a person die from drinking too much water,True
751,did the berlin wall go all around west berlin,False
752,is mr stark in captain america related to iron man,True
753,is the movie the matrix based on a book,False
754,can there be an economy without economic problem,False
755,did the movie dolores claiborne win any awards,True
756,did the cast of full house really go to hawaii,True
757,are bass pro shops and cabelas owned by the same company,True
758,do you have to pay for a warning ticket,False
759,can a world cup final go to penalties,True
760,in glee season 1 do they win sectionals,True
761,did the movie papillon win any academy awards,False
762,is qatar going to be the world cup host,True
763,has willie robertson from duck dynasty passed away,False
764,the truth in lending act regulates interest rates and the terms of loans,False
765,do they end up together in no strings attached,True
766,is washington dc a state in the united states,False
767,does a female blackbird have a yellow beak,False
768,is a stop sign considered a traffic control device,True
769,is switched at birth based on a real story,True
770,does alternative minimum tax apply to capital gains,True
771,is ryne sandberg in the hall of fame,True
772,is there a season six of once upon a time,True
773,are they making a season seven of once upon a time,True
774,are there parables in the gospel of john,False
775,will breast cyst go away on their own,True
776,does xbox 360 games play on xbox one,True
777,does the m train go to broadway junction,False
778,is mary a witch in mary and the witchs flower,True
779,are ipv6 unique local unicast addresses routable within and outside an organization,False
780,are there any hells angels in sons of anarchy,True
781,is cognitive therapy the same as cognitive behavioural therapy,False
782,can a catholic receive communion in an episcopal church,False
783,is need for speed the run open world,True
784,do any of the originals die in the originals,True
785,when does ned stark die in the show,True
786,will there be a 4th hunger games movie,True
787,was the empire state building the tallest in the world,True
788,are the words separation of church and state in the constitution,False
789,is there a second series of pan am,False
790,is chicago the movie based on a true story,True
791,does petes dragon have a happy ending,True
792,is red lobster and olive garden owned by the same company,False
793,is alex cross trial part of the series,True
794,can you be a hypochondriac about mental illness,True
795,is the riddler and the joker the same character,False
796,does hit the floor have a new cast,False
797,the olfactory epithelium lies in a mucous membrane covering the inferior nasal conchae,True
798,is it illegal to not do jury duty,True
799,is the optic nerve part of the central nervous system,True
800,does maurice die in beauty and the beast,False
801,can you kill lice with a hair dryer,True
802,does harley davidson have a patent on their sound,False
803,is there a new series of sherlock holmes,False
804,has anyone won all 4 tennis majors in one year,True
805,has croatia ever made it to world cup final,True
806,does the barb on a stingray grow back,True
807,were croatia ever in a world cup final,True
808,has there been a james bond movie since skyfall,True
809,is the swan and dolphin hotel owned by disney,True
810,does neil degrasse tyson have a tv show,True
811,does the mississippi flow into the gulf of mexico,True
812,nilgiri himalyan and arabian are types of tahr,True
813,the third amendment protects citizens from having to quarter troops without consent,True
814,is hamilton nj the same as trenton nj,False
815,does each person win a car on family feud,False
816,is palma mallorca and palma majorca the same place,True
817,is the gulf of california the same as the sea of cortez,True
818,is there rice grown in the united states,True
819,is there such a thing as figgy pudding,True
820,is johnny mize in the hall of fame,True
821,can a person have both female and male parts,True
822,is the us virgin islands part of the usa,True
823,why does italy have both a prime minister and president,True
824,pir panjal is a part of trans himalaya,True
